"","Name","HighSchool","Position","Rating","NIL.Valuation","Followers","Last.Team","PastConf","New.Team","NewConf","didTransfer","binomialRep"
"816","Emani Bailey","RB /RyanDenton, TX","RB",82.6,265000,3800,NA,NA,"tcu horned frogs","Big 12","No",0
"817","Daijun Edwards","RB /Colquitt CountyMoultrie, GA","RB",90.05,252000,11200,NA,NA,"georgia bulldogs","SEC","No",0
"818","Rueben Owens","RB /El CampoEl Campo, TX","RB",96.89,238000,50000,NA,NA,"texas a&m aggies","SEC","No",0
"819","Jase McClellan","RB /AledoAledo, TX","RB",95.88,234000,7300,NA,NA,"alabama crimson tide","SEC","No",0
"820","Nick Singleton","RB /Governor MifflinReading, PA","RB",97.17,231000,52000,NA,NA,"penn state nittany lions","Big Ten","No",0
"821","Ismail Mahdi","RB /Plano EastPlano, TX","RB",50,228000,17900,"houston baptist huskies",NA,"texas state bobcats","Sun Belt","Yes",1
"822","Kyle Monangai","RB /Don Bosco PrepRamsey, NJ","RB",80.6,215000,6500,NA,NA,"rutgers scarlet knights","Big Ten","No",0
"823","Kaytron Allen","RB /IMG AcademyNorfolk, VA","RB",93.48,211000,23000,NA,NA,"penn state nittany lions","Big Ten","No",0
"824","Jaydon Blue","RB /Klein CainHouston, TX","RB",92.25,192000,10200,NA,NA,"texas longhorns","Big 12","No",0
"825","Rasheen Ali","RB /Shaker HeightsCleveland, OH","RB",50,188000,5400,NA,NA,"marshall thundering herd","Sun Belt","No",0
"826","Peny Boone","RB /Martin Luther KingDetroit, MI","RB",89.07,186000,38000,NA,NA,"toledo rockets","MAC","No",0
"827","Richard Young","RB /Lehigh SeniorLehigh Acres, FL","RB",95.51,172000,42000,NA,NA,"alabama crimson tide","SEC","No",0
"828","Dylan Edwards","RB /DerbyDerby, KS","RB",92.43,165000,144000,NA,NA,"colorado buffaloes","Pac-12","No",0
"829","Logan Diggs","RB /Archbishop RummelMetairie, LA","RB",88.37,158000,26000,"notre dame fighting irish","Independent","lsu tigers","SEC","Yes",1
"830","Kendall Milton","RB /BuchananClovis, CA","RB",95.8,156000,105000,NA,NA,"georgia bulldogs","SEC","No",0
"831","Jabari Small","RB /Briarcrest ChristianMemphis, TN","RB",87.1,149000,22000,NA,NA,"tennessee volunteers","SEC","No",0
"832","Miyan Williams","RB /Winton WoodsCincinnati, OH","RB",86.3,142000,66000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"833","Frank Gore Jr.","RB /KillianMiami, FL","RB",82.9,140000,39000,NA,NA,"southern miss golden eagles","Sun Belt","No",0
"834","Makhi Hughes","RB /HuffmanBirmingham, AL","RB",83.01,135000,1400,NA,NA,"tulane green wave","American","No",0
"835","Quinton Cooley","RB /Southern NashBailey, NC","RB",83.23,133000,34000,"wake forest demon deacons","ACC","liberty flames","C-USA","Yes",1
"836","Jeremiyah Love","RB /Christian Brothers CollegeSaint Louis, MO","RB",94.88,129000,10000,NA,NA,"notre dame fighting irish","Independent","No",0
"837","Roderick Robinson II","RB /LincolnSan Diego, CA","RB",93.03,129000,19100,NA,NA,"georgia bulldogs","SEC","No",0
"838","Jonah Coleman","RB /LincolnStockton, CA","RB",88.05,129000,229000,NA,NA,"arizona wildcats","Pac-12","No",0
"839","Dante Dowdell","RB /Picayune MemorialPicayune, MS","RB",93.36,127000,21000,NA,NA,"oregon ducks","Pac-12","No",0
"840","Cole Cabana","RB /DexterDexter, MI","RB",92.06,122000,42000,NA,NA,"michigan wolverines","Big Ten","No",0
"841","Dillon Johnson","RB /St JosephGreenville, MS","RB",88.7,120000,23000,"mississippi state bulldogs","SEC","washington huskies","Pac-12","Yes",1
"842","Quinten Joyner","RB /ManorManor, TX","RB",92.18,119000,3200,NA,NA,"usc trojans","Pac-12","No",0
"843","Cameron Seldon","RB /NorthumberlandHeathsville, VA","RB",93.33,119000,4600,NA,NA,"tennessee volunteers","SEC","No",0
"844","Rodney Hill","RB /Bulloch AcademyStatesboro, GA","RB",88.22,117000,17000,NA,NA,"florida state seminoles","ACC","No",0
"845","Jeremiah Cobb","RB /Montgomery Catholic PreparatoryMontgomery, AL","RB",93.53,116000,7200,NA,NA,"auburn tigers","SEC","No",0
"846","Jarquez Hunter","RB /Neshoba CentralPhiladelphia, MS","RB",85.93,114000,41000,NA,NA,"auburn tigers","SEC","No",0
"847","Roydell Williams","RB /Hueytown Hueytown, AL","RB",94.5,114000,21000,NA,NA,"alabama crimson tide","SEC","No",0
"848","LeQuint Allen","RB /MillvilleMillville, NJ","RB",85.85,114000,12800,NA,NA,"syracuse orange","ACC","No",0
"849","Montrell Johnson","RB /De La SalleNew Orleans, LA","RB",85,113000,22000,NA,NA,"florida gators","SEC","No",0
"850","Donovan Edwards","RB /West BloomfieldWest Bloomfield, MI","RB",96.61,112000,75000,NA,NA,"michigan wolverines","Big Ten","No",0
"851","Kedrick Reescano","RB /New CaneyNew Caney, TX","RB",93.53,110000,6400,NA,NA,"ole miss rebels","SEC","No",0
"852","Carson Steele","RB /Center GroveGreenwood, IN","RB",50,109000,12900,"ball state cardinals","MAC","ucla bruins","Pac-12","Yes",1
"853","Will Shipley","RB /WeddingtonMatthews, NC","RB",96.56,108000,96000,NA,NA,"clemson tigers","ACC","No",0
"854","Amari Daniels","RB /Miami CentralMiami, FL","RB",91.32,108000,19000,NA,NA,"texas a&m aggies","SEC","No",0
"855","Gabe Ervin Jr.","RB /BufordBuford, GA","RB",87.78,107000,19200,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"856","Corey Kiner","RB /Roger BaconCincinnati, OH","RB",92.63,106000,39000,NA,NA,"cincinnati bearcats","Big 12","No",0
"857","Rahmir Johnson","RB /Bergen CatholicOradell, NJ","RB",89,101000,14500,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"858","Kaleb Jackson","RB /Liberty Magnet High SchoolBaton Rouge, LA","RB",92.26,100000,4900,NA,NA,"lsu tigers","SEC","No",0
"859","Daylan Smothers","RB /West CharlotteCharlotte, NC","RB",89.49,98000,95000,NA,NA,"oklahoma sooners","Big 12","No",0
"860","Trey Holly","RB /Union ParishFarmerville, LA","RB",91.06,97000,26000,NA,NA,"lsu tigers","SEC","No",0
"861","Dakereon Joyner","RB /Fort DorchesterNorth Charleston, SC","RB",91.11,97000,66000,NA,NA,"south carolina gamecocks","SEC","No",0
"862","Josh Williams","RB /The Kinkaid SchoolHouston, TX","RB",77.27,95000,25000,NA,NA,"lsu tigers","SEC","No",0
"863","Sevaughn Clark","RB /Dawson CountyDawsonville, GA","RB",50,90000,388000,NA,NA,"recruits",NA,"No",0
"864","Nate Noel","RB /NorthwesternMiami, FL","RB",50,89000,2100,NA,NA,"recruits",NA,"No",0
"865","Ulysses Bentley","RB /C.E. KingHouston, TX","RB",82.1,88000,12200,NA,NA,"ole miss rebels","SEC","No",0
"866","Treyaun Webb","RB /Trinity Christian AcademyJacksonville, FL","RB",89.76,88000,32000,NA,NA,"florida gators","SEC","No",0
"867","Le'Veon Moss","RB /Istrouma SeniorBaton Rouge, LA","RB",94.77,84000,3200,NA,NA,"texas a&m aggies","SEC","No",0
"868","A'Marion Peterson","RB /HirschiWichita Falls, TX","RB",89.3,78000,1800,NA,NA,"usc trojans","Pac-12","No",0
"869","Emeka Megwa","RB /Timber CreekKeller, TX","RB",89.5,77000,34000,"washington huskies","Pac-12","oklahoma sooners","Big 12","Yes",1
"870","Marquez Cooper","RB /Quince OrchardGaithersburg, MD","RB",78.21,75000,2100,"kent state golden flashes","MAC","ball state cardinals","MAC","Yes",1
"871","Trey Sanders","RB /IMG AcademyBradenton, FL","RB",98.21,74000,60000,"alabama crimson tide","SEC","tcu horned frogs","Big 12","Yes",1
"872","Raheim Sanders","RB /RockledgeRockledge, FL","RB",90.24,73000,36000,NA,NA,"arkansas razorbacks","SEC","No",0
"873","Jovantae Barnes","RB /Desert PinesLas Vegas, NV","RB",94.01,72000,12800,NA,NA,"oklahoma sooners","Big 12","No",0
"874","Marcus Major","RB /MillwoodOklahoma City, OK","RB",90.12,71000,10700,NA,NA,"oklahoma sooners","Big 12","No",0
"875","CJ Stokes","RB /Hammond SchoolColumbia, SC","RB",86.2,70000,15000,NA,NA,"michigan wolverines","Big Ten","No",0
"876","Don Chaney Jr.","RB /Belen Jesuit PrepMiami, FL","RB",93.15,70000,17500,NA,NA,"recruits",NA,"No",0
"877","Ramon Jefferson","RB /Harry S TrumanBronx, NY","RB",50,69000,30000,NA,NA,"kentucky wildcats","SEC","No",0
"878","Henry Parrish","RB /ColumbusMiami, FL","RB",90.69,69000,14100,NA,NA,"miami hurricanes","ACC","No",0
"879","Kavosiey Smoke","RB /WetumpkaWetumpka, AL","RB",86.53,69000,39000,"kentucky wildcats","SEC","colorado buffaloes","Pac-12","Yes",1
"880","Dylan Sampson","RB /DutchtownGeismar, LA","RB",89.05,68000,8500,NA,NA,"tennessee volunteers","SEC","No",0
"881","Jayden Limar","RB /Lake StevensLake Stevens, WA","RB",90.5,67000,9600,NA,NA,"oregon ducks","Pac-12","No",0
"882","Jaden Knowles","RB /KennedaleKennedale, TX","RB",50,67000,22000,NA,NA,"recruits",NA,"No",0
"883","Pierce Hudgens","RB /Flower MoundFlower Mound, TX","RB",50,66000,3100,NA,NA,"oklahoma sooners","Big 12","No",0
"884","Isaiah Augustave","RB /NaplesNaples, FL","RB",90.45,66000,2800,NA,NA,"arkansas razorbacks","SEC","No",0
"885","Bentavious Thompson","RB /Miami SouthridgeMiami, FL","RB",86.87,65000,4500,NA,NA,"oklahoma sooners","Big 12","No",0
"886","Phil Mafah","RB /GraysonLoganville, GA","RB",91.95,64000,22000,NA,NA,"clemson tigers","ACC","No",0
"887","AJ Green","RB /UnionTulsa, OK","RB",92.92,64000,24000,NA,NA,"arkansas razorbacks","SEC","No",0
"888","Juju McDowell","RB /Lee CountyLeesburg, GA","RB",86.72,64000,12600,NA,NA,"south carolina gamecocks","SEC","No",0
"889","Tavierre Dunlap","RB /Del ValleDel Valle, TX","RB",89.28,64000,5600,NA,NA,"michigan wolverines","Big Ten","No",0
"890","TreVonte' Citizen","RB /Lake Charles College PrepLake Charles, LA","RB",94.52,64000,10300,NA,NA,"miami hurricanes","ACC","No",0
"891","Djay Braswell","RB /Washington CountySandersville, GA","RB",91.19,63000,2500,NA,NA,"south carolina gamecocks","SEC","No",0
"892","Shedeur Sanders","QB /Trinity Christian SchoolCedar Hill, TX","QB",89.16,4400000,2400000,"jackson state tigers","SWAC","colorado buffaloes","Pac-12","Yes",1
"893","Arch Manning","QB /Isidore NewmanNew Orleans, LA","QB",99.53,2800000,283000,NA,NA,"texas longhorns","Big 12","No",0
"894","Caleb Williams","QB /Gonzaga Washington, DC","QB",98.76,2800000,362000,NA,NA,"usc trojans","Pac-12","No",0
"895","Bo Nix","QB /Scottsboro SchPinson, AL","QB",96.61,1600000,246000,NA,NA,"oregon ducks","Pac-12","No",0
"896","Spencer Rattler","QB /PinnaclePhoenix, AZ","QB",97.85,1600000,574000,NA,NA,"south carolina gamecocks","SEC","No",0
"897","Jayden Daniels","QB /CajonSan Bernardino, CA","QB",95.6,1500000,136000,NA,NA,"lsu tigers","SEC","No",0
"898","Jalen Milroe","QB /TompkinsKaty, TX","QB",94.5,1300000,156000,NA,NA,"alabama crimson tide","SEC","No",0
"899","J.J. McCarthy","QB /IMG AcademyLa Grange Park, IL","QB",96.08,1200000,332000,NA,NA,"michigan wolverines","Big Ten","No",0
"900","Michael Penix Jr.","QB /Tampa Bay TechTampa, FL","QB",87.4,1200000,66000,NA,NA,"washington huskies","Pac-12","No",0
"901","Drake Maye","QB /Myers ParkCharlotte, NC","QB",96.11,1200000,89000,NA,NA,"north carolina tar heels","ACC","No",0
"902","Jordan Travis","QB /The Benjamin SchoolNorth Palm Beach, FL","QB",85,1200000,199000,NA,NA,"florida state seminoles","ACC","No",0
"903","Quinn Ewers","QB /Southlake CarrollSouthlake, TX","QB",99.24,1100000,236000,NA,NA,"texas longhorns","Big 12","No",0
"904","Carson Beck","QB /MandarinJacksonville, FL","QB",91.28,1100000,103000,NA,NA,"georgia bulldogs","SEC","No",0
"905","Dillon Gabriel","QB /MililaniMililani, HI","QB",86.8,1100000,126000,NA,NA,"oklahoma sooners","Big 12","No",0
"906","Sam Hartman","QB /Oceanside Collegiate AcademyMount Pleasant, SC","QB",85.63,1100000,356000,"wake forest demon deacons","ACC","notre dame fighting irish","Independent","Yes",1
"907","Nico Iamaleava","QB /WarrenLong Beach, CA","QB",99.01,1100000,333000,NA,NA,"tennessee volunteers","SEC","No",0
"908","Jaxson Dart","QB /Corner CanyonDraper, UT","QB",96.23,883000,102000,NA,NA,"ole miss rebels","SEC","No",0
"909","Kyle McCord","QB /St. Joseph'sPhiladelphia, PA","QB",97.08,857000,91000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"910","DJ Uiagalelei","QB /St. John BoscoBellflower, CA","QB",98.32,842000,195000,"clemson tigers","ACC","oregon state beavers","Pac-12","Yes",1
"911","Malachi Nelson","QB /Los AlamitosLos Alamitos, CA","QB",98.8,833000,169000,NA,NA,"usc trojans","Pac-12","No",0
"912","Dante Moore","QB /Martin Luther KingDetroit, MI","QB",99.22,832000,68000,NA,NA,"ucla bruins","Pac-12","No",0
"913","Brady Cook","QB /Chaminade College PrepSaint Louis, MO","QB",86.5,793000,29000,NA,NA,"missouri tigers","SEC","No",0
"914","Jackson Arnold","QB /GuyerDenton, TX","QB",98.94,748000,58000,NA,NA,"oklahoma sooners","Big 12","No",0
"915","Graham Mertz","QB /Blue Valley NorthMission, KS","QB",95.33,687000,101000,"wisconsin badgers","Big Ten","recruits",NA,"Yes",1
"916","Drew Allar","QB /MedinaMedina, OH","QB",97.15,649000,110000,NA,NA,"penn state nittany lions","Big Ten","No",0
"917","Cameron Ward","QB /ColumbiaWest Columbia, TX","QB",50,629000,119000,NA,NA,"washington state cougars","Pac-12","No",0
"918","Taulia Tagovailoa","QB /ThompsonAlabaster, AL","QB",91.89,590000,154000,NA,NA,"maryland terrapins","Big Ten","No",0
"919","Joe Milton","QB /OlympiaOrlando, FL","QB",90.9,590000,125000,NA,NA,"tennessee volunteers","SEC","No",0
"920","Will Howard","QB /Downingtown WestDowningtown, PA","QB",84.47,536000,26000,NA,NA,"recruits",NA,"No",0
"921","Joey Aguilar","QB /FreedomOakley, CA","QB",87.04,498000,1200,NA,NA,"appalachian state mountaineers","Sun Belt","No",0
"922","Michael Pratt","QB /Deerfield BeachDeerfield Beach, FL","QB",83.37,465000,17400,NA,NA,"tulane green wave","American","No",0
"923","Jack Plummer","QB /GilbertGilbert, AZ","QB",87.5,451000,7500,"california golden bears","Pac-12","louisville cardinals","ACC","Yes",1
"924","Jaden Rashada","QB /PittsburgPittsburg, CA","QB",95.06,400000,42000,NA,NA,"arizona state sun devils","Pac-12","No",0
"925","KJ Jefferson","QB /North PanolaSardis, MS","QB",90.27,380000,53000,NA,NA,"arkansas razorbacks","SEC","No",0
"926","Preston Stone","QB /Parish Episcopal SchoolDallas, TX","QB",93.27,376000,19200,NA,NA,"smu mustangs","American","No",0
"927","Eli Holstein","QB /ZacharyZachary, LA","QB",94.65,374000,11100,NA,NA,"alabama crimson tide","SEC","No",0
"928","Devin Leary","QB /Timber CreekSicklerville, NJ","QB",89.62,368000,41000,"nc state wolfpack","ACC","kentucky wildcats","SEC","Yes",1
"929","Cade Klubnik","QB /WestlakeAustin, TX","QB",97.56,361000,118000,NA,NA,"clemson tigers","ACC","No",0
"930","Noah Fifita","QB /ServiteAnaheim, CA","QB",87.85,353000,10000,NA,NA,"arizona wildcats","Pac-12","No",0
"931","Christopher Vizzina","QB /Briarwood ChristianBirmingham, AL","QB",94.59,353000,30000,NA,NA,"clemson tigers","ACC","No",0
"932","Austin Reed","QB /St. AugustineSaint Augustine, FL","QB",50,351000,11500,NA,NA,"recruits",NA,"No",0
"933","Kaidon Salter","QB /Cedar HillCedar Hill, TX","QB",92.8,333000,20000,NA,NA,"tennessee volunteers","SEC","No",0
"934","Conner Weigman","QB /BridgelandCypress, TX","QB",97.08,328000,43000,NA,NA,"texas a&m aggies","SEC","No",0
"935","Avery Johnson","QB /MaizeMaize, KS","QB",94.11,314000,81000,NA,NA,"kansas state wildcats","Big 12","No",0
"936","Haynes King","QB /LongviewLongview, TX","QB",93.13,307000,26000,"texas am aggies",NA,"georgia tech yellow jackets","ACC","Yes",1
"937","Tyler Van Dyke","QB /Suffield AcademyGlastonbury, CT","QB",90.58,300000,31000,NA,NA,"recruits",NA,"No",0
"938","Jalon Daniels","QB /LawndaleLawndale, CA","QB",79.82,281000,98000,NA,NA,"kansas jayhawks","Big 12","No",0
"939","Jordan McCloud","QB /PlantTampa, FL","QB",80.75,268000,21000,"arizona wildcats","Pac-12","recruits",NA,"Yes",1
"940","Austin Novosad","QB /Dripping SpringsDripping Springs, TX","QB",93.8,257000,15000,NA,NA,"oregon ducks","Pac-12","No",0
"941","TJ Finley","QB /PonchatoulaPonchatoula, LA","QB",88.67,253000,71000,"auburn tigers","SEC","texas state bobcats","Sun Belt","Yes",1
"942","Riley Leonard","QB /FairhopeFairhope, AL","QB",87.6,247000,22000,NA,NA,"duke blue devils","ACC","No",0
"943","Maalik Murphy","QB /Junipero SerraGardena, CA","QB",91.7,239000,46000,NA,NA,"texas longhorns","Big 12","No",0
"944","Seth Henigan","QB /RyanDenton, TX","QB",83.17,234000,3600,NA,NA,"memphis tigers","American","No",0
"945","Dylan Lonergan","QB /BrookwoodSnellville, GA","QB",92.74,182000,10400,NA,NA,"alabama crimson tide","SEC","No",0
"946","JJ Kohl","QB /AnkenyAnkeny, IA","QB",92.89,180000,6600,NA,NA,"iowa state cyclones","Big 12","No",0
"947","Jayden Maiava","QB /KaimukiHonolulu, HI","QB",85.03,176000,673,NA,NA,"unlv rebels","Mountain West","No",0
"948","Dequann Finn","QB /Martin Luther KingDetroit, MI","QB",83.68,174000,10500,NA,NA,"toledo rockets","MAC","No",0
"949","Garrett Nussmeier","QB /MarcusFlower Mound, TX","QB",94.54,174000,302000,NA,NA,"lsu tigers","SEC","No",0
"950","Rocco Becht","QB /Wiregrass RanchZephyrhills, FL","QB",87.31,170000,7400,NA,NA,"iowa state cyclones","Big 12","No",0
"951","Frank Harris","QB /Samuel ClemensSchertz, TX","QB",81.13,158000,19000,NA,NA,"utsa roadrunners","American","No",0
"952","Aidan Chiles","QB /DowneyDowney, CA","QB",92.76,154000,5800,NA,NA,"oregon state beavers","Pac-12","No",0
"953","Brock Vandagriff","QB /Prince Avenue Christian SchoolBogart, GA","QB",97.23,152000,62000,NA,NA,"georgia bulldogs","SEC","No",0
"954","Robby Ashford","QB /HooverHoover, AL","QB",89.95,148000,56000,NA,NA,"auburn tigers","SEC","No",0
"955","Ty Simpson","QB /WestviewMartin, TN","QB",97.24,144000,41000,NA,NA,"alabama crimson tide","SEC","No",0
"956","Casey Thompson","QB /NewcastleNewcastle, OK","QB",90.01,141000,123000,"nebraska cornhuskers","Big Ten","recruits",NA,"Yes",1
"957","Cade McNamara","QB /Damonte RanchReno, NV","QB",90.44,139000,113000,"michigan wolverines","Big Ten","iowa hawkeyes","Big Ten","Yes",1
"958","Payton Thorne","QB /Naperville CentralNaperville, IL","QB",83.53,139000,39000,"michigan state spartans","Big Ten","auburn tigers","SEC","Yes",1
"959","Jeff Sims","QB /SandalwoodJacksonville, FL","QB",90.6,135000,40000,"georgia tech yellow jackets","ACC","nebraska cornhuskers","Big Ten","Yes",1
"960","Devin Brown","QB /Corner CanyonDraper, UT","QB",97,133000,27000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"961","Kenny Minchey","QB /Pope John Paul IIHendersonville, TN","QB",92.56,131000,6900,NA,NA,"notre dame fighting irish","Independent","No",0
"962","Max Johnson","QB /Prince Avenue Christian SchoolWatkinsville, GA","QB",90.19,130000,37000,NA,NA,"recruits",NA,"No",0
"963","Alex Orji","QB /SachseSachse, TX","QB",89.08,124000,96000,NA,NA,"michigan wolverines","Big Ten","No",0
"964","Lincoln Kienholz","QB /T.F. RiggsPierre, SD","QB",91.99,123000,8200,NA,NA,"ohio state buckeyes","Big Ten","No",0
"965","John Rhys Plumlee","QB /Oak GroveHattiesburg, MS","QB",89.76,122000,162000,NA,NA,"ucf knights","Big 12","No",0
"966","Austin Simmons","QB /Moore Haven Junior/seniorPahokee, FL","QB",91.01,119000,19000,NA,NA,"ole miss rebels","SEC","No",0
"967","General Booty","QB /AllenAllen, TX","QB",50,119000,49000,NA,NA,"oklahoma sooners","Big 12","No",0
"968","Malik Cunningham","QB /Park CrossingMontgomery, AL","QB",87.76,119000,69000,NA,NA,"louisville cardinals","ACC","No",0
"969","Beau Pribula","QB /Central YorkYork, PA","QB",88.5,119000,25000,NA,NA,"penn state nittany lions","Big Ten","No",0
"970","Tate Rodemaker","QB /ValdostaValdosta, GA","QB",86.27,115000,14400,NA,NA,"florida state seminoles","ACC","No",0
"971","Miller Moss","QB /Bishop AlemanyMission Hills, CA","QB",94.81,114000,15300,NA,NA,"usc trojans","Pac-12","No",0
"972","Spencer Sanders","QB /RyanDenton, TX","QB",92.38,114000,38000,"oklahoma state cowboys","Big 12","ole miss rebels","SEC","Yes",1
"973","Max Brown","QB /Lincoln Christian SchoolTulsa, OK","QB",84.62,111000,9500,NA,NA,"florida gators","SEC","No",0
"974","Emory Jones","QB /Heard CountyFranklin, GA","QB",94.09,111000,97000,"arizona state sun devils","Pac-12","cincinnati bearcats","Big 12","Yes",1
"975","Rickie Collins","QB /WoodlawnBaton Rouge, LA","QB",91.38,109000,15800,NA,NA,"lsu tigers","SEC","No",0
"976","Jake Garcia","QB /GraysonLoganville, GA","QB",95.87,108000,71000,"miami hurricanes","ACC","missouri tigers","SEC","Yes",1
"977","JT Daniels","QB /Mater DeiSanta Ana, CA","QB",97.81,106000,100000,"west virginia mountaineers","Big 12","rice owls","American","Yes",1
"978","Heinrich Haarberg","QB /Kearney CatholicKearney, NE","QB",88.27,105000,10000,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"979","Marcel Reed","QB /Montgomery Bell AcademyNashville, TN","QB",90.07,105000,15900,NA,NA,"texas a&m aggies","SEC","No",0
"980","Gunner Stockton","QB /Rabun CountyTiger, GA","QB",93.11,101000,40000,NA,NA,"georgia bulldogs","SEC","No",0
"981","Pierce Clarkson","QB /St. John BoscoBellflower, CA","QB",89.28,97000,49000,NA,NA,"louisville cardinals","ACC","No",0
"982","Harrison Bailey","QB /MariettaMarietta, GA","QB",94.96,93000,51000,"unlv rebels","Mountain West","louisville cardinals","ACC","Yes",1
"983","Austin Mack","QB /FolsomFolsom, CA","QB",91.82,91000,1600,NA,NA,"washington huskies","Pac-12","No",0
"984","Ty Thompson","QB /MesquiteGilbert, AZ","QB",96.79,89000,37000,NA,NA,"oregon ducks","Pac-12","No",0
"985","Chase Griffin","QB /HuttoHutto, TX","QB",83.1,87000,68000,NA,NA,"ucla bruins","Pac-12","No",0
"986","Ryan Hilinski","QB /Orange LutheranOrange, CA","QB",95.19,85000,70000,NA,NA,"northwestern wildcats","Big Ten","No",0
"987","Luke Doty","QB /Myrtle Beach Myrtle Beach, SC","QB",94.47,85000,28000,NA,NA,"south carolina gamecocks","SEC","No",0
"988","Jacurri Brown","QB /LowndesValdosta, GA","QB",90.04,84000,25000,NA,NA,"miami hurricanes","ACC","No",0
"989","Walker Howard","QB /St. Thomas MoreLafayette, LA","QB",96.3,83000,39000,"lsu tigers","SEC","ole miss rebels","SEC","Yes",1
"990","Will Rogers","QB /BrandonBrandon, MS","QB",87.1,83000,62000,NA,NA,"recruits",NA,"No",0
"991","Davis Beville","QB /GreenvilleGreenville, SC","QB",87.47,82000,13300,NA,NA,"oklahoma sooners","Big 12","No",0
"992","Zamari Walton",NA,NA,NA,NA,NA,"georgia tech yellow jackets","ACC",NA,NA,"Yes",1
"993","Marquis Wilson",NA,NA,NA,NA,NA,"penn state nittany lions","Big Ten",NA,NA,"Yes",1
"994","Gavin Pringle",NA,NA,NA,NA,NA,"bucknell bison","Patriot",NA,NA,"Yes",1
"995","Logan Fano",NA,NA,NA,NA,NA,"byu cougars","Big 12",NA,NA,"Yes",1
"996","Andre Carter",NA,NA,NA,NA,NA,"western michigan broncos","MAC",NA,NA,"Yes",1
"997","Daniel Grzesiak",NA,NA,NA,NA,NA,"utah state aggies","Mountain West",NA,NA,"Yes",1
"998","Prince Dorbah",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"999","Austin Booker",NA,NA,NA,NA,NA,"minnesota golden gophers","Big Ten",NA,NA,"Yes",1
"1000","Eyabi Okie",NA,NA,NA,NA,NA,"michigan wolverines","Big Ten",NA,NA,"Yes",1
"1001","Josh Braun",NA,NA,NA,NA,NA,"florida gators","SEC",NA,NA,"Yes",1
"1002","Javion Cohen",NA,NA,NA,NA,NA,"alabama crimson tide","SEC",NA,NA,"Yes",1
"1003","Savion Washington",NA,NA,NA,NA,NA,"kent state golden flashes","MAC",NA,NA,"Yes",1
"1004","Xavier Hill",NA,NA,NA,NA,NA,"lsu tigers","SEC",NA,NA,"Yes",1
"1005","Marques Cox",NA,NA,NA,NA,NA,"northern illinois huskies","MAC",NA,NA,"Yes",1
"1006","William Parker",NA,NA,NA,NA,NA,"tennessee volunteers","SEC",NA,NA,"Yes",1
"1007","Cade Conley",NA,NA,NA,NA,NA,"central michigan chippewas","MAC",NA,NA,"Yes",1
"1008","Dorian Singer",NA,NA,NA,NA,NA,"arizona wildcats","Pac-12",NA,NA,"Yes",1
"1009","J.Michael Sturdivant",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1010","Nate McCollum",NA,NA,NA,NA,NA,"georgia tech yellow jackets","ACC",NA,NA,"Yes",1
"1011","Treshaun Ward",NA,NA,NA,NA,NA,"florida state seminoles","ACC",NA,NA,"Yes",1
"1012","Nathan Carter",NA,NA,NA,NA,NA,"connecticut huskies",NA,NA,NA,"Yes",1
"1013","Hudson Card",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1014","Donovan Smith",NA,NA,NA,NA,NA,"texas tech red raiders","Big 12",NA,NA,"Yes",1
"1015","Brennan Armstrong",NA,NA,NA,NA,NA,"virginia cavaliers","ACC",NA,NA,"Yes",1
"1016","Tanner Mordecai",NA,NA,NA,NA,NA,"smu mustangs","American",NA,NA,"Yes",1
"1017","Kedon Slovis",NA,NA,NA,NA,NA,"pittsburgh panthers","ACC",NA,NA,"Yes",1
"1018","Davis Brin",NA,NA,NA,NA,NA,"tulsa golden hurricane","American",NA,NA,"Yes",1
"1019","Mason Arnold",NA,NA,NA,NA,NA,"ohio state buckeyes","Big Ten",NA,NA,"Yes",1
"1020","Marco Ortiz",NA,NA,NA,NA,NA,"florida gators","SEC",NA,NA,"Yes",1
"1021","Michael Donovan",NA,NA,NA,NA,NA,"michigan state spartans","Big Ten",NA,NA,"Yes",1
"1022","Slater Zellers",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1023","Gage King",NA,NA,NA,NA,NA,"arizona state sun devils","Pac-12",NA,NA,"Yes",1
"1024","Michael Wright",NA,NA,NA,NA,NA,"penn state nittany lions","Big Ten",NA,NA,"Yes",1
"1025","Brylan Noonan",NA,NA,NA,NA,NA,"wagner seahawks","Northeast",NA,NA,"Yes",1
"1026","Zach Edwards",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1027","John Ferlmann",NA,NA,NA,NA,NA,"arizona state sun devils","Pac-12",NA,NA,"Yes",1
"1028","Vincenzo Anthony",NA,NA,NA,NA,NA,"virginia tech hokies","ACC",NA,NA,"Yes",1
